"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"5990","RP11-497H16.9","",0.300272559,0.831007116,"cortical organoid","Urresti et al. 2021","ENSG00000269983","No"
"5991","GABRG2","gamma-aminobutyric acid (GABA) A receptor, gamma 2 [Source:HGNC Symbol;Acc:4087]",-0.28924648,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000113327","No"
"5992","MAP3K7","mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:6859]",-0.046032147,0.949161536,"cortical organoid","Urresti et al. 2021","ENSG00000135341","No"
"5993","FAM66A","family with sequence similarity 66, member A [Source:HGNC Symbol;Acc:30444]",-0.233001732,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000227888","No"
"5994","ZNF250","zinc finger protein 250 [Source:HGNC Symbol;Acc:13044]",-0.160353177,0.694068125,"cortical organoid","Urresti et al. 2021","ENSG00000196150","No"
"5995","BRPF3","bromodomain and PHD finger containing, 3 [Source:HGNC Symbol;Acc:14256]",-0.095911889,0.973518041,"cortical organoid","Urresti et al. 2021","ENSG00000096070","No"
"5996","MAPK8","mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:6881]",-0.100910748,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000107643","No"
"5997","WASH6P","WAS protein family homolog 6 pseudogene [Source:HGNC Symbol;Acc:31685]",0.282300879,0.886879586,"cortical organoid","Urresti et al. 2021","ENSG00000182484","No"
"5998","DBR1","debranching RNA lariats 1 [Source:HGNC Symbol;Acc:15594]",-0.040298748,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000138231","No"
"5999","MT-ND4","mitochondrially encoded NADH dehydrogenase 4 [Source:HGNC Symbol;Acc:7459]",0.26323485,0.876556979,"cortical organoid","Urresti et al. 2021","ENSG00000198886","No"
"6000","PRPF31","pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:15446]",-0.055825579,0.945352,"cortical organoid","Urresti et al. 2021","ENSG00000105618","No"
"6001","EAPP","E2F-associated phosphoprotein [Source:HGNC Symbol;Acc:19312]",0.000300679,0.999365754,"cortical organoid","Urresti et al. 2021","ENSG00000129518","No"
"6002","HNRNPH3","heterogeneous nuclear ribonucleoprotein H3 (2H9) [Source:HGNC Symbol;Acc:5043]",0.179165636,0.875104212,"cortical organoid","Urresti et al. 2021","ENSG00000096746","No"
"6003","SERPINB6","serpin peptidase inhibitor, clade B (ovalbumin), member 6 [Source:HGNC Symbol;Acc:8950]",0.074530031,0.966982737,"cortical organoid","Urresti et al. 2021","ENSG00000124570","No"
"6004","AKAP17A","A kinase (PRKA) anchor protein 17A [Source:HGNC Symbol;Acc:18783]",-0.059265407,0.99200772,"cortical organoid","Urresti et al. 2021","ENSG00000197976","No"
"6005","CUL4B","cullin 4B [Source:HGNC Symbol;Acc:2555]",0.001279131,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000158290","No"
"6006","TM9SF4","transmembrane 9 superfamily protein member 4 [Source:HGNC Symbol;Acc:30797]",0.076694717,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000101337","No"
"6007","MOB2","MOB kinase activator 2 [Source:HGNC Symbol;Acc:24904]",-0.136803709,0.91126177,"cortical organoid","Urresti et al. 2021","ENSG00000182208","No"
"6008","NDUFAF5","NADH dehydrogenase (ubiquinone) complex I, assembly factor 5 [Source:HGNC Symbol;Acc:15899]",0.046385015,0.979155264,"cortical organoid","Urresti et al. 2021","ENSG00000101247","No"
"6009","ITGB1P1","integrin beta 1 pseudogene 1 [Source:HGNC Symbol;Acc:3781]",0.044719462,0.993954586,"cortical organoid","Urresti et al. 2021","ENSG00000269378","No"
"6010","DHODH","dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:2867]",-0.347988299,0.794802813,"cortical organoid","Urresti et al. 2021","ENSG00000102967","No"
"6011","PRKAR1B","protein kinase, cAMP-dependent, regulatory, type I, beta [Source:HGNC Symbol;Acc:9390]",0.1117321,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000188191","No"
"6012","NOX4","NADPH oxidase 4 [Source:HGNC Symbol;Acc:7891]",0.066230338,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000086991","No"
"6013","PPP1CB","protein phosphatase 1, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:9282]",0.003866589,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000213639","No"
"6014","SPA17","sperm autoantigenic protein 17 [Source:HGNC Symbol;Acc:11210]",-0.232394483,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000064199","No"
"6015","C1orf35","chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:19032]",-0.04475254,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000143793","No"
"6016","SLMO1","slowmo homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:24639]",-0.074251289,0.984506152,"cortical organoid","Urresti et al. 2021","ENSG00000141391","No"
"6017","SNHG11","small nucleolar RNA host gene 11 (non-protein coding) [Source:HGNC Symbol;Acc:25046]",0.068643041,0.978997653,"cortical organoid","Urresti et al. 2021","ENSG00000174365","No"
"6018","TUBB","tubulin, beta class I [Source:HGNC Symbol;Acc:20778]",0.028949357,0.991082891,"cortical organoid","Urresti et al. 2021","ENSG00000196230","No"
"6019","ACKR3","atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:23692]",-0.419586835,0.878369753,"cortical organoid","Urresti et al. 2021","ENSG00000144476","No"
"6020","MPST","mercaptopyruvate sulfurtransferase [Source:HGNC Symbol;Acc:7223]",-0.169030731,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000128309","No"
"6021","FLYWCH2","FLYWCH family member 2 [Source:HGNC Symbol;Acc:25178]",-0.275276453,0.794802813,"cortical organoid","Urresti et al. 2021","ENSG00000162076","No"
"6022","FCHSD1","FCH and double SH3 domains 1 [Source:HGNC Symbol;Acc:25463]",0.096257443,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000197948","No"
"6023","SLCO3A1","solute carrier organic anion transporter family, member 3A1 [Source:HGNC Symbol;Acc:10952]",0.311876225,0.912226274,"cortical organoid","Urresti et al. 2021","ENSG00000176463","No"
"6024","NDEL1","nudE neurodevelopment protein 1-like 1 [Source:HGNC Symbol;Acc:17620]",0.078416524,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000166579","No"
"6025","ANKRD66","ankyrin repeat domain 66 [Source:HGNC Symbol;Acc:44669]",-0.868789877,0.905767708,"cortical organoid","Urresti et al. 2021","ENSG00000230062","No"
"6026","RBM7","RNA binding motif protein 7 [Source:HGNC Symbol;Acc:9904]",0.046485386,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000076053","No"
"6027","TMEM116","transmembrane protein 116 [Source:HGNC Symbol;Acc:25084]",-0.057130748,0.986401101,"cortical organoid","Urresti et al. 2021","ENSG00000198270","No"
"6028","C21orf88","chromosome 21 open reading frame 88 [Source:HGNC Symbol;Acc:16424]",-0.083832883,0.985569596,"cortical organoid","Urresti et al. 2021","ENSG00000184809","No"
"6029","RP4-758J24.5","",0.167178578,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000272091","No"
"6030","OTUD3","OTU domain containing 3 [Source:HGNC Symbol;Acc:29038]",-0.095985419,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000169914","No"
"6031","FAM13A","family with sequence similarity 13, member A [Source:HGNC Symbol;Acc:19367]",0.058118697,0.982207327,"cortical organoid","Urresti et al. 2021","ENSG00000138640","No"
"6032","METTL21A","methyltransferase like 21A [Source:HGNC Symbol;Acc:30476]",-0.001960938,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000144401","No"
"6033","EDEM3","ER degradation enhancer, mannosidase alpha-like 3 [Source:HGNC Symbol;Acc:16787]",-0.039183096,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000116406","No"
"6034","KCTD21-AS1","KCTD21 antisense RNA 1 [Source:HGNC Symbol;Acc:48674]",-0.229389167,0.965266137,"cortical organoid","Urresti et al. 2021","ENSG00000246174","No"
"6035","AGO4","argonaute RISC catalytic component 4 [Source:HGNC Symbol;Acc:18424]",0.023772901,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000134698","No"
"6036","HAGHL","hydroxyacylglutathione hydrolase-like [Source:HGNC Symbol;Acc:14177]",0.075736276,0.976834454,"cortical organoid","Urresti et al. 2021","ENSG00000103253","No"
"6037","RP11-545E17.3","",-0.11339208,0.98972276,"cortical organoid","Urresti et al. 2021","ENSG00000223478","No"
"6038","FN3K","fructosamine 3 kinase [Source:HGNC Symbol;Acc:24822]",-0.009355256,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000167363","No"
"6039","CAMKK1","calcium/calmodulin-dependent protein kinase kinase 1, alpha [Source:HGNC Symbol;Acc:1469]",-0.032190409,0.988433791,"cortical organoid","Urresti et al. 2021","ENSG00000004660","No"
"6040","PSD","pleckstrin and Sec7 domain containing [Source:HGNC Symbol;Acc:9507]",-0.089658288,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000059915","No"
"6041","DPP10-AS1","DPP10 antisense RNA 1 [Source:HGNC Symbol;Acc:40941]",0.237039637,0.953172631,"cortical organoid","Urresti et al. 2021","ENSG00000235026","No"
"6042","HEATR2","HEAT repeat containing 2 [Source:HGNC Symbol;Acc:26013]",-0.141973233,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000164818","No"
"6043","PLEKHH1","pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 [Source:HGNC Symbol;Acc:17733]",0.311534396,0.811600757,"cortical organoid","Urresti et al. 2021","ENSG00000054690","No"
"6044","RYBP","RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:10480]",0.111132085,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000163602","No"
"6045","NKAIN4","Na+/K+ transporting ATPase interacting 4 [Source:HGNC Symbol;Acc:16191]",-0.255211894,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000101198","No"
"6046","ATP1A3","ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:HGNC Symbol;Acc:801]",0.05295494,0.988363733,"cortical organoid","Urresti et al. 2021","ENSG00000105409","No"
"6047","PKNOX2","PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:16714]",0.224544582,0.881161034,"cortical organoid","Urresti et al. 2021","ENSG00000165495","No"
"6048","KCTD18","potassium channel tetramerization domain containing 18 [Source:HGNC Symbol;Acc:26446]",-0.022755428,0.991082891,"cortical organoid","Urresti et al. 2021","ENSG00000155729","No"
"6049","DICER1","dicer 1, ribonuclease type III [Source:HGNC Symbol;Acc:17098]",0.090773736,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000100697","No"
"6050","LATS1","large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:6514]",-0.082207186,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000131023","No"
"6051","PPP2R5C","protein phosphatase 2, regulatory subunit B', gamma [Source:HGNC Symbol;Acc:9311]",-0.054812096,0.922370916,"cortical organoid","Urresti et al. 2021","ENSG00000078304","No"
"6052","ZNF786","zinc finger protein 786 [Source:HGNC Symbol;Acc:21806]",-0.141158199,0.911492964,"cortical organoid","Urresti et al. 2021","ENSG00000197362","No"
"6053","HIST1H3G","histone cluster 1, H3g [Source:HGNC Symbol;Acc:4772]",-0.30179836,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000256018","No"
"6054","KLHL7","kelch-like family member 7 [Source:HGNC Symbol;Acc:15646]",0.118179784,0.922370916,"cortical organoid","Urresti et al. 2021","ENSG00000122550","No"
"6055","SHB","Src homology 2 domain containing adaptor protein B [Source:HGNC Symbol;Acc:10838]",0.149364739,0.929717212,"cortical organoid","Urresti et al. 2021","ENSG00000107338","No"
"6056","KLC1","kinesin light chain 1 [Source:HGNC Symbol;Acc:6387]",-0.01744386,0.986814783,"cortical organoid","Urresti et al. 2021","ENSG00000126214","No"
"6057","FAM105B","family with sequence similarity 105, member B [Source:HGNC Symbol;Acc:25118]",0.047793228,0.979933103,"cortical organoid","Urresti et al. 2021","ENSG00000154124","No"
"6058","SURF4","surfeit 4 [Source:HGNC Symbol;Acc:11476]",-0.025944375,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000148248","No"
"6059","TMEM231","transmembrane protein 231 [Source:HGNC Symbol;Acc:37234]",-0.086948064,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000205084","No"
"6060","ZNF766","zinc finger protein 766 [Source:HGNC Symbol;Acc:28063]",0.064211502,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000196214","No"
"6061","RP11-112J1.1","",0.000356298,0.999502411,"cortical organoid","Urresti et al. 2021","ENSG00000213598","No"
"6062","ATP5SL","ATP5S-like [Source:HGNC Symbol;Acc:25496]",-0.126733853,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000105341","No"
"6063","KIAA1919","KIAA1919 [Source:HGNC Symbol;Acc:21053]",0.268578893,0.881161034,"cortical organoid","Urresti et al. 2021","ENSG00000173214","No"
"6064","VIM-AS1","VIM antisense RNA 1 [Source:HGNC Symbol;Acc:44879]",-0.370237074,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000229124","No"
"6065","RP11-589F5.4","",-0.858255866,0.922035779,"cortical organoid","Urresti et al. 2021","ENSG00000253366","No"
"6066","PPFIA2","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 [Source:HGNC Symbol;Acc:9246]",-0.153216581,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000139220","No"
"6067","STARD9","StAR-related lipid transfer (START) domain containing 9 [Source:HGNC Symbol;Acc:19162]",-0.082479432,0.982228575,"cortical organoid","Urresti et al. 2021","ENSG00000159433","No"
"6068","RP11-386I14.4","",0.175440427,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000273338","No"
"6069","THEM6","thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:29656]",-0.851124569,0.915621622,"cortical organoid","Urresti et al. 2021","ENSG00000130193","No"
"6070","E2F4","E2F transcription factor 4, p107/p130-binding [Source:HGNC Symbol;Acc:3118]",-0.119951883,0.891487852,"cortical organoid","Urresti et al. 2021","ENSG00000205250","No"
"6071","DDAH2","dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:2716]",-0.119584741,0.897344239,"cortical organoid","Urresti et al. 2021","ENSG00000213722","No"
"6072","HEATR6","HEAT repeat containing 6 [Source:HGNC Symbol;Acc:24076]",-0.04420251,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000068097","No"
"6073","ZFYVE20","zinc finger, FYVE domain containing 20 [Source:HGNC Symbol;Acc:20759]",-0.020006595,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000131381","No"
"6074","BDH2","3-hydroxybutyrate dehydrogenase, type 2 [Source:HGNC Symbol;Acc:32389]",-0.004264231,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000164039","No"
"6075","WIZ","widely interspaced zinc finger motifs [Source:HGNC Symbol;Acc:30917]",-0.086751593,0.93374205,"cortical organoid","Urresti et al. 2021","ENSG00000011451","No"
"6076","PEX1","peroxisomal biogenesis factor 1 [Source:HGNC Symbol;Acc:8850]",-0.025826452,0.984506152,"cortical organoid","Urresti et al. 2021","ENSG00000127980","No"
"6077","MCM3AP-AS1","MCM3AP antisense RNA 1 [Source:HGNC Symbol;Acc:16417]",-0.037427318,0.991082891,"cortical organoid","Urresti et al. 2021","ENSG00000215424","No"
"6078","CECR2","cat eye syndrome chromosome region, candidate 2 [Source:HGNC Symbol;Acc:1840]",0.115687053,0.929175463,"cortical organoid","Urresti et al. 2021","ENSG00000099954","No"
"6079","GLTPD1","glycolipid transfer protein domain containing 1 [Source:HGNC Symbol;Acc:28116]",-0.091474726,0.958646007,"cortical organoid","Urresti et al. 2021","ENSG00000224051","No"
"6080","PALLD","palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:17068]",0.397479902,0.686674679,"cortical organoid","Urresti et al. 2021","ENSG00000129116","No"
"6081","SLC38A9","solute carrier family 38, member 9 [Source:HGNC Symbol;Acc:26907]",-0.117977607,0.915455294,"cortical organoid","Urresti et al. 2021","ENSG00000177058","No"
"6082","CLN5","ceroid-lipofuscinosis, neuronal 5 [Source:HGNC Symbol;Acc:2076]",-0.05437837,0.984582953,"cortical organoid","Urresti et al. 2021","ENSG00000102805","No"
"6083","DNAJC11","DnaJ (Hsp40) homolog, subfamily C, member 11 [Source:HGNC Symbol;Acc:25570]",-0.077236017,0.915621622,"cortical organoid","Urresti et al. 2021","ENSG00000007923","No"
"6084","OSTM1","osteopetrosis associated transmembrane protein 1 [Source:HGNC Symbol;Acc:21652]",-0.133451637,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000081087","No"
"6085","LOX","lysyl oxidase [Source:HGNC Symbol;Acc:6664]",0.657886531,0.747187196,"cortical organoid","Urresti et al. 2021","ENSG00000113083","No"
"6086","MALT1","mucosa associated lymphoid tissue lymphoma translocation gene 1 [Source:HGNC Symbol;Acc:6819]",-0.034105613,0.988331355,"cortical organoid","Urresti et al. 2021","ENSG00000172175","No"
"6087","TMEM129","transmembrane protein 129 [Source:HGNC Symbol;Acc:25137]",0.042968597,0.968973938,"cortical organoid","Urresti et al. 2021","ENSG00000168936","No"
"6088","HECTD4","HECT domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:26611]",-0.015528631,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000173064","No"
"6089","ERCC4","excision repair cross-complementing rodent repair deficiency, complementation group 4 [Source:HGNC Symbol;Acc:3436]",0.086493213,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000175595","No"
"6090","AF131215.2","",-0.082199875,0.97308564,"cortical organoid","Urresti et al. 2021","ENSG00000255310","No"
"6091","GUSBP1","glucuronidase, beta pseudogene 1 [Source:HGNC Symbol;Acc:13670]",-0.177214418,0.928641581,"cortical organoid","Urresti et al. 2021","ENSG00000183666","No"
"6092","TSGA10","testis specific, 10 [Source:HGNC Symbol;Acc:14927]",0.024629751,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000135951","No"
"6093","PPP1R7","protein phosphatase 1, regulatory subunit 7 [Source:HGNC Symbol;Acc:9295]",-0.129034459,0.891487852,"cortical organoid","Urresti et al. 2021","ENSG00000115685","No"
"6094","ARPC2","actin related protein 2/3 complex, subunit 2, 34kDa [Source:HGNC Symbol;Acc:705]",-0.018265562,0.98693441,"cortical organoid","Urresti et al. 2021","ENSG00000163466","No"
"6095","CNTRL","centriolin [Source:HGNC Symbol;Acc:1858]",-0.199719576,0.867049109,"cortical organoid","Urresti et al. 2021","ENSG00000119397","No"
"6096","PRPF18","pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:17351]",0.028534583,0.986296634,"cortical organoid","Urresti et al. 2021","ENSG00000165630","No"
"6097","PRPF39","pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:20314]",-0.064335287,0.923328172,"cortical organoid","Urresti et al. 2021","ENSG00000185246","No"
"6098","MYO16","myosin XVI [Source:HGNC Symbol;Acc:29822]",0.215655876,0.912658326,"cortical organoid","Urresti et al. 2021","ENSG00000041515","No"
"6099","CROCC","ciliary rootlet coiled-coil, rootletin [Source:HGNC Symbol;Acc:21299]",0.010278238,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000058453","No"
"6100","POLG2","polymerase (DNA directed), gamma 2, accessory subunit [Source:HGNC Symbol;Acc:9180]",-0.196320438,0.917484946,"cortical organoid","Urresti et al. 2021","ENSG00000256525","No"
"6101","ZBTB16","zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:12930]",0.033930163,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000109906","No"
"6102","GUSBP2","glucuronidase, beta pseudogene 2 [Source:HGNC Symbol;Acc:18792]",-0.546566113,0.724300115,"cortical organoid","Urresti et al. 2021","ENSG00000241549","No"
"6103","EIF2AK3","eukaryotic translation initiation factor 2-alpha kinase 3 [Source:HGNC Symbol;Acc:3255]",0.06339221,0.964318892,"cortical organoid","Urresti et al. 2021","ENSG00000172071","No"
"6104","RP11-617F23.1","",0.349757337,0.801879672,"cortical organoid","Urresti et al. 2021","ENSG00000259291","No"
"6105","UBE2W","ubiquitin-conjugating enzyme E2W (putative) [Source:HGNC Symbol;Acc:25616]",0.036234854,0.984506152,"cortical organoid","Urresti et al. 2021","ENSG00000104343","No"
"6106","GOLT1B","golgi transport 1B [Source:HGNC Symbol;Acc:20175]",0.056542173,0.985195189,"cortical organoid","Urresti et al. 2021","ENSG00000111711","No"
"6107","APC2","adenomatosis polyposis coli 2 [Source:HGNC Symbol;Acc:24036]",-0.157500671,0.964318892,"cortical organoid","Urresti et al. 2021","ENSG00000115266","No"
"6108","DGCR2","DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:2845]",-0.061742943,0.96818497,"cortical organoid","Urresti et al. 2021","ENSG00000070413","No"
"6109","CPSF4","cleavage and polyadenylation specific factor 4, 30kDa [Source:HGNC Symbol;Acc:2327]",-0.100818757,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000160917","No"
"6110","MIEN1","migration and invasion enhancer 1 [Source:HGNC Symbol;Acc:28230]",-0.165524203,0.875104212,"cortical organoid","Urresti et al. 2021","ENSG00000141741","No"
"6111","CDC42EP3","CDC42 effector protein (Rho GTPase binding) 3 [Source:HGNC Symbol;Acc:16943]",0.044850905,0.984534482,"cortical organoid","Urresti et al. 2021","ENSG00000163171","No"
"6112","PCMTD1","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:30483]",-0.050445038,0.966982737,"cortical organoid","Urresti et al. 2021","ENSG00000168300","No"
"6113","RAD18","RAD18 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18278]",0.028864731,0.98693441,"cortical organoid","Urresti et al. 2021","ENSG00000070950","No"
"6114","SEPT2","septin 2 [Source:HGNC Symbol;Acc:7729]",-0.192892188,0.724300115,"cortical organoid","Urresti et al. 2021","ENSG00000168385","No"
"6115","ADCK2","aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:19039]",-0.039797952,0.992461309,"cortical organoid","Urresti et al. 2021","ENSG00000133597","No"
"6116","UBTF","upstream binding transcription factor, RNA polymerase I [Source:HGNC Symbol;Acc:12511]",-0.107955889,0.916507195,"cortical organoid","Urresti et al. 2021","ENSG00000108312","No"
"6117","RP1-151F17.2","",-0.080540709,0.982847976,"cortical organoid","Urresti et al. 2021","ENSG00000272341","No"
"6118","TMA7","translation machinery associated 7 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26932]",0.067581704,0.926780478,"cortical organoid","Urresti et al. 2021","ENSG00000232112","No"
"6119","AACS","acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:21298]",-0.07540309,0.964318892,"cortical organoid","Urresti et al. 2021","ENSG00000081760","No"
"6120","RGS5","regulator of G-protein signaling 5 [Source:HGNC Symbol;Acc:10001]",0.380997515,0.867690405,"cortical organoid","Urresti et al. 2021","ENSG00000143248","No"
"6121","VAPB","VAMP (vesicle-associated membrane protein)-associated protein B and C [Source:HGNC Symbol;Acc:12649]",0.020658281,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000124164","No"
"6122","CNST","consortin, connexin sorting protein [Source:HGNC Symbol;Acc:26486]",0.021836692,0.98693441,"cortical organoid","Urresti et al. 2021","ENSG00000162852","No"
"6123","PCDHA6","protocadherin alpha 6 [Source:HGNC Symbol;Acc:8672]",0.808982276,0.939778226,"cortical organoid","Urresti et al. 2021","ENSG00000081842","No"
"6124","DUSP16","dual specificity phosphatase 16 [Source:HGNC Symbol;Acc:17909]",-0.014584238,0.997108109,"cortical organoid","Urresti et al. 2021","ENSG00000111266","No"
"6125","DDAH1","dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:2715]",0.004528033,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000153904","No"
"6126","NUP85","nucleoporin 85kDa [Source:HGNC Symbol;Acc:8734]",-0.050432892,0.978397631,"cortical organoid","Urresti et al. 2021","ENSG00000125450","No"
"6127","RP11-473M20.7","",-0.145832642,0.981354711,"cortical organoid","Urresti et al. 2021","ENSG00000261971","No"
"6128","ZNF134","zinc finger protein 134 [Source:HGNC Symbol;Acc:12918]",-0.025908873,0.985857861,"cortical organoid","Urresti et al. 2021","ENSG00000213762","No"
"6129","LINC00630","long intergenic non-protein coding RNA 630 [Source:HGNC Symbol;Acc:44263]",0.073791788,0.968533684,"cortical organoid","Urresti et al. 2021","ENSG00000223546","No"
"6130","RGS20","regulator of G-protein signaling 20 [Source:HGNC Symbol;Acc:14600]",0.376007857,0.885226857,"cortical organoid","Urresti et al. 2021","ENSG00000147509","No"
"6131","ZNF428","zinc finger protein 428 [Source:HGNC Symbol;Acc:20804]",-0.016280746,0.99744829,"cortical organoid","Urresti et al. 2021","ENSG00000131116","No"
"6132","DHRS4-AS1","DHRS4 antisense RNA 1 [Source:HGNC Symbol;Acc:23175]",-0.038781181,0.988363733,"cortical organoid","Urresti et al. 2021","ENSG00000215256","No"
"6133","SCARNA3","small Cajal body-specific RNA 3 [Source:HGNC Symbol;Acc:32577]",0.219135875,0.989225322,"cortical organoid","Urresti et al. 2021","ENSG00000252906","No"
"6134","PPME1","protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:30178]",-0.071890131,0.965266137,"cortical organoid","Urresti et al. 2021","ENSG00000214517","No"
"6135","DCK","deoxycytidine kinase [Source:HGNC Symbol;Acc:2704]",0.037812622,0.978397631,"cortical organoid","Urresti et al. 2021","ENSG00000156136","No"
"6136","CNN3","calponin 3, acidic [Source:HGNC Symbol;Acc:2157]",0.046086016,0.970164295,"cortical organoid","Urresti et al. 2021","ENSG00000117519","No"
"6137","AP2A1","adaptor-related protein complex 2, alpha 1 subunit [Source:HGNC Symbol;Acc:561]",-0.022246852,0.992461309,"cortical organoid","Urresti et al. 2021","ENSG00000196961","No"
"6138","CNTNAP4","contactin associated protein-like 4 [Source:HGNC Symbol;Acc:18747]",1.230836666,0.473420709,"cortical organoid","Urresti et al. 2021","ENSG00000152910","No"
"6139","LRIG3","leucine-rich repeats and immunoglobulin-like domains 3 [Source:HGNC Symbol;Acc:30991]",0.118999673,0.982228575,"cortical organoid","Urresti et al. 2021","ENSG00000139263","No"
"6140","ZNF717","zinc finger protein 717 [Source:HGNC Symbol;Acc:29448]",0.527349949,0.919061302,"cortical organoid","Urresti et al. 2021","ENSG00000227124","No"
"6141","STOX1","storkhead box 1 [Source:HGNC Symbol;Acc:23508]",-0.057808286,0.985857861,"cortical organoid","Urresti et al. 2021","ENSG00000165730","No"
"6142","CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:28314]",0.03312781,0.990675033,"cortical organoid","Urresti et al. 2021","ENSG00000170791","No"
"6143","RP2","retinitis pigmentosa 2 (X-linked recessive) [Source:HGNC Symbol;Acc:10274]",-0.093405246,0.924939265,"cortical organoid","Urresti et al. 2021","ENSG00000102218","No"
"6144","ZNF555","zinc finger protein 555 [Source:HGNC Symbol;Acc:28382]",-0.162367203,0.91126177,"cortical organoid","Urresti et al. 2021","ENSG00000186300","No"
"6145","VSNL1","visinin-like 1 [Source:HGNC Symbol;Acc:12722]",-0.010856377,0.99915002,"cortical organoid","Urresti et al. 2021","ENSG00000163032","No"
