ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000172331,BPGM,protein_coding,"2,3-bisphosphoglycerate mutase [Source:HGNC Symbol;Acc:1093]",0.166139441,0.255531753,0.638887541,0.028202844,0.817349524,0.961742208,-0.137936597,0.178996668,0.891039084
ENSG00000126878,AIF1L,protein_coding,allograft inflammatory factor 1-like [Source:HGNC Symbol;Acc:28904],0.455050254,0.255563921,0.638887541,0.559705971,0.103551998,0.503012948,0.104655717,0.703920003,0.984582953
ENSG00000154265,ABCA5,protein_coding,"ATP-binding cassette, sub-family A (ABC1), member 5 [Source:HGNC Symbol;Acc:35]",0.317265193,0.25561195,0.638887541,0.160407708,0.495881801,0.833299718,-0.156857484,0.414123704,0.941884434
ENSG00000172009,THOP1,protein_coding,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:11793],0.192846052,0.255651039,0.638887541,0.053715609,0.693803342,0.91920825,-0.139130443,0.266852343,0.915621622
ENSG00000146425,DYNLT1,protein_coding,"dynein, light chain, Tctex-type 1 [Source:HGNC Symbol;Acc:11697]",-0.123586743,0.255692385,0.638887541,-0.036649288,0.680495352,0.913794874,0.086937455,0.267898427,0.915621622
ENSG00000164975,SNAPC3,protein_coding,"small nuclear RNA activating complex, polypeptide 3, 50kDa [Source:HGNC Symbol;Acc:11136]",0.108690287,0.255784898,0.638887541,0.039779864,0.612284915,0.889429915,-0.068910423,0.315923983,0.917484946
ENSG00000167130,DOLPP1,protein_coding,dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:29565],0.167197087,0.255802577,0.638887541,0.007383568,0.952249784,0.988349992,-0.159813519,0.12216898,0.852144902
ENSG00000173801,JUP,protein_coding,junction plakoglobin [Source:HGNC Symbol;Acc:6207],-0.181845358,0.255898579,0.638887541,-0.219457664,0.104924362,0.504872515,-0.037612306,0.738724969,0.985546871
ENSG00000185641,CTD-2287O16.1,pseudogene,,0.339577656,0.255955799,0.638887541,0.119236958,0.627402975,0.896069412,-0.220340698,0.30404276,0.916507195
ENSG00000198874,TYW1,protein_coding,tRNA-yW synthesizing protein 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25598],0.172968879,0.255980629,0.638887541,0.012992423,0.914537155,0.980617068,-0.159976455,0.162867072,0.878369753
ENSG00000152749,GPR180,protein_coding,G protein-coupled receptor 180 [Source:HGNC Symbol;Acc:28899],-0.216577393,0.25601941,0.638887541,0.003766014,0.980605093,0.994390324,0.220343407,0.116405301,0.843581457
ENSG00000151929,BAG3,protein_coding,BCL2-associated athanogene 3 [Source:HGNC Symbol;Acc:939],0.223386473,0.256024595,0.638887541,0.30069961,0.058380532,0.406807525,0.077313136,0.603172425,0.97308564
ENSG00000187605,TET3,protein_coding,tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:28313],0.175717015,0.256062817,0.638887541,0.070227256,0.582484224,0.876352465,-0.105489759,0.338308227,0.922035779
ENSG00000149591,TAGLN,protein_coding,transgelin [Source:HGNC Symbol;Acc:11553],0.736162422,0.256183807,0.638976814,1.107580811,0.018991999,0.255642833,0.371418389,0.49441451,0.964245117
ENSG00000131013,PPIL4,protein_coding,peptidylprolyl isomerase (cyclophilin)-like 4 [Source:HGNC Symbol;Acc:15702],-0.146745009,0.256192646,0.638976814,-0.118861907,0.26596643,0.688152322,0.027883102,0.762554023,0.986296634
ENSG00000170852,KBTBD2,protein_coding,kelch repeat and BTB (POZ) domain containing 2 [Source:HGNC Symbol;Acc:21751],-0.104418052,0.256267961,0.639047358,-0.065202794,0.391594962,0.778150386,0.039215258,0.548349612,0.96818497
ENSG00000213366,GSTM2,protein_coding,glutathione S-transferase mu 2 (muscle) [Source:HGNC Symbol;Acc:4634],0.261176239,0.256321284,0.639063046,0.416796292,0.028819381,0.302392088,0.155620053,0.365860897,0.926780478
ENSG00000226479,TMEM185B,protein_coding,transmembrane protein 185B [Source:HGNC Symbol;Acc:18896],0.167059653,0.25638651,0.639108401,0.19751574,0.097443559,0.491222125,0.030456087,0.781588342,0.988363733
ENSG00000145780,FEM1C,protein_coding,fem-1 homolog c (C. elegans) [Source:HGNC Symbol;Acc:16933],0.135429563,0.256470616,0.639200793,0.117439449,0.244809105,0.667696932,-0.017990114,0.827283017,0.99200772
ENSG00000176476,CCDC101,protein_coding,coiled-coil domain containing 101 [Source:HGNC Symbol;Acc:25156],0.167970952,0.256669759,0.639579807,0.032397061,0.789500775,0.95394866,-0.135573891,0.204922777,0.902132715
ENSG00000015568,RGPD5,protein_coding,RANBP2-like and GRIP domain containing 5 [Source:HGNC Symbol;Acc:32418],0.411065934,0.256762704,0.63963368,0.437542694,0.151539592,0.569762031,0.02647676,0.917266898,0.997384789
ENSG00000113580,NR3C1,protein_coding,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) [Source:HGNC Symbol;Acc:7978]",0.193126737,0.256785526,0.63963368,0.014842433,0.914324089,0.980617068,-0.178284304,0.154923175,0.872474857
ENSG00000234851,RP11-3P17.3,pseudogene,,-0.121357857,0.256852779,0.639663074,-0.211015268,0.021341316,0.270653681,-0.089657412,0.248231264,0.912658326
ENSG00000115271,GCA,protein_coding,"grancalcin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:15990]",0.175303846,0.256891477,0.639663074,0.168740722,0.208662007,0.632738082,-0.006563124,0.948984869,0.99744829
ENSG00000144535,DIS3L2,protein_coding,DIS3 mitotic control homolog (S. cerevisiae)-like 2 [Source:HGNC Symbol;Acc:28648],-0.127518238,0.257032874,0.639877178,-0.156886149,0.102348455,0.500628835,-0.02936791,0.707336639,0.984582953
ENSG00000119408,NEK6,protein_coding,NIMA-related kinase 6 [Source:HGNC Symbol;Acc:7749],0.312268371,0.257071645,0.639877178,0.344343592,0.141409484,0.558080763,0.032075221,0.866827507,0.995305376
ENSG00000168906,MAT2A,protein_coding,"methionine adenosyltransferase II, alpha [Source:HGNC Symbol;Acc:6904]",0.183486035,0.257168118,0.64000007,0.206676949,0.125088083,0.536689886,0.023190914,0.841835978,0.992461309
ENSG00000140807,NKD1,protein_coding,naked cuticle homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:17045],-0.396701411,0.257408878,0.640369102,-0.296434739,0.295555236,0.709982756,0.100266672,0.696500074,0.984582953
ENSG00000164949,GEM,protein_coding,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:4234],0.368675763,0.257410659,0.640369102,0.176103604,0.44647283,0.813881515,-0.192572159,0.474299728,0.958646007
ENSG00000168795,ZBTB5,protein_coding,zinc finger and BTB domain containing 5 [Source:HGNC Symbol;Acc:23836],-0.132918215,0.257539086,0.640493858,-0.043195679,0.655865447,0.904014887,0.089722536,0.28357576,0.916507195
ENSG00000152234,ATP5A1,protein_coding,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle [Source:HGNC Symbol;Acc:823]",-0.142698132,0.257555081,0.640493858,-0.201335511,0.058433067,0.406964898,-0.058637379,0.516797711,0.966104446
ENSG00000165282,PIGO,protein_coding,"phosphatidylinositol glycan anchor biosynthesis, class O [Source:HGNC Symbol;Acc:23215]",0.162561134,0.257679013,0.640594462,0.054650219,0.633563639,0.897779156,-0.107910915,0.313031982,0.917484946
ENSG00000101463,SYNDIG1,protein_coding,synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:15885],0.523378951,0.257689824,0.640594462,0.173099546,0.639876363,0.898577927,-0.350279405,0.307756552,0.916507195
ENSG00000228315,GUSBP11,processed_transcript,"glucuronidase, beta pseudogene 11 [Source:HGNC Symbol;Acc:42325]",0.244637194,0.257829979,0.640825637,-0.02415091,0.894254174,0.976543094,-0.268788104,0.077663404,0.797628962
ENSG00000101811,CSTF2,protein_coding,"cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa [Source:HGNC Symbol;Acc:2484]",0.139608446,0.257915541,0.640921063,0.082718186,0.409116496,0.789402116,-0.05689026,0.526916268,0.966617828
ENSG00000113658,SMAD5,protein_coding,SMAD family member 5 [Source:HGNC Symbol;Acc:6771],0.10641218,0.258100159,0.64114446,0.05735545,0.456274396,0.817459512,-0.049056731,0.469704958,0.958240755
ENSG00000170468,AC005280.1,pseudogene,,1.623434083,0.258104751,0.64114446,0.619587592,0.572806899,0.872883304,-1.003846491,0.369101721,0.926780478
ENSG00000157470,FAM81A,protein_coding,"family with sequence similarity 81, member A [Source:HGNC Symbol;Acc:28379]",0.389365949,0.258146993,0.64114446,0.16623567,0.571687863,0.872333005,-0.223130279,0.337277842,0.922035779
ENSG00000068137,PLEKHH3,protein_coding,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:HGNC Symbol;Acc:26105]",0.17884091,0.258330841,0.641211575,0.14100629,0.273648534,0.693504495,-0.037834621,0.742831615,0.985857861
ENSG00000187123,LYPD6,protein_coding,LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:28751],-0.316434006,0.258372095,0.641211575,-0.078466858,0.727727565,0.929439987,0.237967149,0.249601598,0.912658326
ENSG00000164088,PPM1M,protein_coding,"protein phosphatase, Mg2+/Mn2+ dependent, 1M [Source:HGNC Symbol;Acc:26506]",-0.288309975,0.258395657,0.641211575,0.042816082,0.83073899,0.965366362,0.331126057,0.092125511,0.81886604
ENSG00000198406,BZW1P2,pseudogene,basic leucine zipper and W2 domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:33954],0.37308823,0.258441423,0.641211575,0.046657492,0.867185273,0.973651141,-0.326430738,0.152629644,0.869207897
ENSG00000112339,HBS1L,protein_coding,HBS1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:4834],0.089917967,0.258449042,0.641211575,-0.048117367,0.461795628,0.819231532,-0.138035333,0.020737595,0.644811065
ENSG00000164484,TMEM200A,protein_coding,transmembrane protein 200A [Source:HGNC Symbol;Acc:21075],-0.282758517,0.258457153,0.641211575,-0.22123564,0.295888814,0.709982756,0.061522877,0.721264997,0.984582953
ENSG00000142856,ITGB3BP,protein_coding,integrin beta 3 binding protein (beta3-endonexin) [Source:HGNC Symbol;Acc:6157],0.203569108,0.258562611,0.641246929,0.205193977,0.157000446,0.579162627,0.001624869,0.990345137,0.99915002
ENSG00000164944,KIAA1429,protein_coding,KIAA1429 [Source:HGNC Symbol;Acc:24500],0.128086689,0.258565788,0.641246929,0.130538509,0.165432622,0.591085581,0.00245182,0.975904555,0.99915002
ENSG00000184828,ZBTB7C,protein_coding,zinc finger and BTB domain containing 7C [Source:HGNC Symbol;Acc:31700],-0.369423793,0.25872353,0.641429525,-0.59016262,0.045012089,0.363267067,-0.220738827,0.301462181,0.916507195
ENSG00000152487,ARL5B-AS1,lincRNA,ARL5B antisense RNA 1 [Source:HGNC Symbol;Acc:44882],0.477248215,0.258778773,0.641429525,0.334386854,0.34250686,0.744637314,-0.142861361,0.630955183,0.979155264
ENSG00000079332,SAR1A,protein_coding,SAR1 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:10534],-0.115260794,0.258820624,0.641429525,-0.055098117,0.509990874,0.840752067,0.060162677,0.412855431,0.941409763
ENSG00000177301,KCNA2,protein_coding,"potassium voltage-gated channel, shaker-related subfamily, member 2 [Source:HGNC Symbol;Acc:6220]",-0.42234137,0.258828237,0.641429525,-0.438488731,0.197161591,0.622162493,-0.016147361,0.942677338,0.99744829
ENSG00000253719,ATXN7L3B,protein_coding,ataxin 7-like 3B [Source:HGNC Symbol;Acc:37931],0.122193993,0.259104152,0.641996211,0.066498735,0.454613989,0.816904362,-0.055695257,0.473392293,0.958240755
ENSG00000213465,ARL2,protein_coding,ADP-ribosylation factor-like 2 [Source:HGNC Symbol;Acc:693],0.218478429,0.259195364,0.642017662,0.026889245,0.865061696,0.972749682,-0.191589185,0.17329079,0.886879586
ENSG00000165572,KBTBD6,protein_coding,kelch repeat and BTB (POZ) domain containing 6 [Source:HGNC Symbol;Acc:25340],-0.103030975,0.259234033,0.642017662,-0.091318049,0.230475383,0.654478935,0.011712926,0.856086806,0.99391528
ENSG00000156256,USP16,protein_coding,ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:12614],0.144836087,0.259254556,0.642017662,0.106705631,0.309489126,0.721079947,-0.038130456,0.68146277,0.984534482
ENSG00000133083,DCLK1,protein_coding,doublecortin-like kinase 1 [Source:HGNC Symbol;Acc:2700],-0.413875852,0.259473309,0.642442297,-0.337150006,0.26979234,0.691034555,0.076725846,0.767573531,0.986814783
ENSG00000101104,PABPC1L,protein_coding,"poly(A) binding protein, cytoplasmic 1-like [Source:HGNC Symbol;Acc:15797]",0.407925006,0.259616637,0.642680063,0.183421308,0.53448431,0.855320042,-0.224503698,0.391324673,0.93374205
ENSG00000116675,DNAJC6,protein_coding,"DnaJ (Hsp40) homolog, subfamily C, member 6 [Source:HGNC Symbol;Acc:15469]",-0.242818134,0.259745353,0.642881577,-0.288607739,0.117362344,0.523896909,-0.045789605,0.75833116,0.985857861
ENSG00000087299,L2HGDH,protein_coding,L-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:20499],-0.181760646,0.260009925,0.643393451,-0.143932098,0.292101858,0.70800387,0.037828548,0.733458988,0.985195189
ENSG00000102924,CBLN1,protein_coding,cerebellin 1 precursor [Source:HGNC Symbol;Acc:1543],-0.411129669,0.260046867,0.643393451,-0.327933542,0.275259042,0.694350947,0.083196128,0.750931581,0.985857861
ENSG00000066279,ASPM,protein_coding,"asp (abnormal spindle) homolog, microcephaly associated (Drosophila) [Source:HGNC Symbol;Acc:19048]",0.243399498,0.260155615,0.643526405,0.158289727,0.388404558,0.776533176,-0.085109771,0.564165428,0.968973938
ENSG00000198736,MSRB1,protein_coding,methionine sulfoxide reductase B1 [Source:HGNC Symbol;Acc:14133],0.276334248,0.260195325,0.643526405,0.199520193,0.310172562,0.721609381,-0.076814055,0.673426769,0.984506152
ENSG00000161016,RPL8,protein_coding,ribosomal protein L8 [Source:HGNC Symbol;Acc:10368],-0.139411949,0.260346252,0.643782506,-0.155658045,0.131888804,0.546373495,-0.016246096,0.854420641,0.993910424
ENSG00000139800,ZIC5,protein_coding,Zic family member 5 [Source:HGNC Symbol;Acc:20322],-0.281445584,0.260410164,0.643787103,-0.025473046,0.89901055,0.978123546,0.255972538,0.169047318,0.881208333
ENSG00000182168,UNC5C,protein_coding,unc-5 homolog C (C. elegans) [Source:HGNC Symbol;Acc:12569],-0.221531752,0.260442869,0.643787103,-0.392879688,0.021454841,0.270653681,-0.171347936,0.222430604,0.91126177
ENSG00000234231,AC093616.4,pseudogene,,-0.397079021,0.260497958,0.643806158,0.213612253,0.46376178,0.819231532,0.610691274,0.020171442,0.637994711
ENSG00000181418,DDN,protein_coding,dendrin [Source:HGNC Symbol;Acc:24458],-0.945481715,0.260771613,0.644272879,0.329968544,0.636497172,0.898383227,1.275450259,0.037368041,0.72536706
ENSG00000120158,RCL1,protein_coding,RNA terminal phosphate cyclase-like 1 [Source:HGNC Symbol;Acc:17687],0.167024605,0.26078965,0.644272879,0.102881912,0.38798596,0.776533176,-0.064142693,0.5594923,0.968952185
ENSG00000198938,MT-CO3,protein_coding,mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:7422],0.255543446,0.260829048,0.644272879,0.259866752,0.169171598,0.595604417,0.004323307,0.97874577,0.99915002
ENSG00000128513,POT1,protein_coding,protection of telomeres 1 [Source:HGNC Symbol;Acc:17284],-0.129302356,0.261019841,0.644590746,-0.075453107,0.419818549,0.796917869,0.053849249,0.520002432,0.966104446
ENSG00000170473,WIBG,protein_coding,within bgcn homolog (Drosophila) [Source:HGNC Symbol;Acc:30258],0.15574071,0.261052611,0.644590746,0.196105312,0.085925146,0.468999145,0.040364602,0.691195343,0.984582953
ENSG00000101966,XIAP,protein_coding,X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:592],-0.148277093,0.261103433,0.644599101,0.020531323,0.849348575,0.96993413,0.168808417,0.080716368,0.802321875
ENSG00000136868,SLC31A1,protein_coding,"solute carrier family 31 (copper transporter), member 1 [Source:HGNC Symbol;Acc:11016]",0.203701665,0.261268688,0.644889906,0.277441529,0.061272893,0.413189117,0.073739865,0.585661349,0.970164295
ENSG00000104904,OAZ1,protein_coding,ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:8095],0.13191375,0.261356767,0.644990148,0.098554914,0.308934635,0.720742525,-0.033358836,0.691387195,0.984582953
ENSG00000235944,ZNF815P,pseudogene,"zinc finger protein 815, pseudogene [Source:HGNC Symbol;Acc:22029]",-0.213841773,0.261470768,0.645154311,-0.174828586,0.286176438,0.702160606,0.039013187,0.759627356,0.985857861
ENSG00000166106,ADAMTS15,protein_coding,"ADAM metallopeptidase with thrombospondin type 1 motif, 15 [Source:HGNC Symbol;Acc:16305]",-0.632993828,0.261541,0.645210441,-0.1754652,0.717557577,0.92620617,0.457528628,0.223825861,0.91126177
ENSG00000166455,C16orf46,protein_coding,chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:26525],0.29885431,0.261600698,0.645240567,0.381470445,0.084699113,0.467561142,0.082616135,0.668947562,0.984506152
ENSG00000100473,COCH,protein_coding,cochlin [Source:HGNC Symbol;Acc:2180],-0.30686624,0.261687995,0.645338744,-0.333819323,0.161293807,0.586333846,-0.026953083,0.881829084,0.997108109
ENSG00000142156,COL6A1,protein_coding,"collagen, type VI, alpha 1 [Source:HGNC Symbol;Acc:2211]",-0.304204227,0.261786465,0.645402134,-0.217245328,0.330011826,0.734873925,0.0869589,0.65480162,0.982847976
ENSG00000173218,VANGL1,protein_coding,VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:15512],-0.232530242,0.261808696,0.645402134,0.206580702,0.20640442,0.631661914,0.439110944,0.00885045,0.50099816
ENSG00000178252,WDR6,protein_coding,WD repeat domain 6 [Source:HGNC Symbol;Acc:12758],0.140593883,0.261883031,0.64546828,0.000274285,0.997861146,0.999224021,-0.140319598,0.125433923,0.857178373
ENSG00000168477,TNXB,protein_coding,tenascin XB [Source:HGNC Symbol;Acc:11976],0.476820534,0.261940968,0.645493992,0.303877879,0.394136016,0.779438246,-0.172942655,0.55885235,0.968863923
ENSG00000196943,NOP9,protein_coding,NOP9 nucleolar protein [Source:HGNC Symbol;Acc:19826],0.101997828,0.262100202,0.645702063,-0.029197435,0.695484031,0.919878709,-0.131195263,0.050610635,0.775307
ENSG00000243156,MICAL3,protein_coding,"microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:24694]",-0.117644658,0.262121537,0.645702063,-0.175317025,0.052362261,0.390335863,-0.057672367,0.432435768,0.94777674
ENSG00000183833,MAATS1,protein_coding,"MYCBP-associated, testis expressed 1 [Source:HGNC Symbol;Acc:24010]",0.229418298,0.262172343,0.645702063,0.217701046,0.176979853,0.604096524,-0.011717252,0.940041611,0.99744829
ENSG00000074964,ARHGEF10L,protein_coding,Rho guanine nucleotide exchange factor (GEF) 10-like [Source:HGNC Symbol;Acc:25540],-0.131671116,0.262215483,0.645702063,-0.126989542,0.195582916,0.62099037,0.004681574,0.955073737,0.997551032
ENSG00000140990,NDUFB10,protein_coding,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa [Source:HGNC Symbol;Acc:7696]",0.142054528,0.262314485,0.645828814,0.096565795,0.351253688,0.750729055,-0.045488733,0.619725674,0.976769923
ENSG00000164631,ZNF12,protein_coding,zinc finger protein 12 [Source:HGNC Symbol;Acc:12902],-0.090887117,0.262404138,0.645932506,0.014490814,0.827299949,0.964202459,0.105377931,0.076496008,0.796478379
ENSG00000213442,RPL18AP3,pseudogene,ribosomal protein L18a pseudogene 3 [Source:HGNC Symbol;Acc:31387],-0.329506561,0.26248162,0.646006205,-0.291294337,0.230958524,0.654478935,0.038212224,0.855948459,0.99391528
ENSG00000160094,ZNF362,protein_coding,zinc finger protein 362 [Source:HGNC Symbol;Acc:18079],-0.167527385,0.262676646,0.646254998,-0.165882426,0.190207697,0.617330055,0.001644958,0.987357416,0.99915002
ENSG00000009830,POMT2,protein_coding,protein-O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:19743],-0.144152894,0.262714789,0.646254998,-0.253847773,0.020740958,0.26815237,-0.109694879,0.243547581,0.912658326
ENSG00000144567,FAM134A,protein_coding,"family with sequence similarity 134, member A [Source:HGNC Symbol;Acc:28450]",0.107915268,0.262725391,0.646254998,-0.02174977,0.782732704,0.951222584,-0.129665038,0.067448788,0.794802813
ENSG00000172965,MIR4435-1HG,lincRNA,MIR4435-1 host gene (non-protein coding) [Source:HGNC Symbol;Acc:35163],0.704416602,0.263008271,0.646833735,-0.029453884,0.953833097,0.988736646,-0.733870486,0.115845417,0.843581457
ENSG00000125835,SNRPB,protein_coding,small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:11153],0.187231407,0.263524303,0.647940058,0.08980302,0.508356678,0.840130205,-0.097428387,0.425428903,0.945352
ENSG00000173846,PLK3,protein_coding,polo-like kinase 3 [Source:HGNC Symbol;Acc:2154],0.244597445,0.263553481,0.647940058,0.0105431,0.953907009,0.988736646,-0.234054345,0.1310037,0.859894773
ENSG00000233024,NPIPA7,protein_coding,LOC339047 protein; Nuclear pore complex-interacting protein family member A3; Nuclear pore complex-interacting protein family member A5; Protein PKD1P1  [Source:UniProtKB/TrEMBL;Acc:Q0P618],-0.461758615,0.263677375,0.648011011,-0.038593658,0.909342388,0.979791006,0.423164957,0.157017604,0.875104212
ENSG00000103995,CEP152,protein_coding,centrosomal protein 152kDa [Source:HGNC Symbol;Acc:29298],0.370635757,0.263677722,0.648011011,0.377643083,0.148842573,0.567752277,0.007007326,0.977891809,0.99915002
ENSG00000178202,KDELC2,protein_coding,KDEL (Lys-Asp-Glu-Leu) containing 2 [Source:HGNC Symbol;Acc:28496],-0.384534063,0.263747358,0.648064938,0.416311187,0.113256332,0.519132568,0.80084525,0.006035196,0.436097733
ENSG00000242028,HYPK,protein_coding,huntingtin interacting protein K [Source:HGNC Symbol;Acc:18418],0.381365373,0.263875333,0.648262163,0.319625219,0.256943761,0.679354199,-0.061740153,0.800529924,0.989225322
ENSG00000105393,BABAM1,protein_coding,BRISC and BRCA1 A complex member 1 [Source:HGNC Symbol;Acc:25008],0.135853459,0.264015965,0.648490408,0.053409593,0.593562656,0.880302267,-0.082443866,0.343801715,0.922370916
ENSG00000186230,ZNF749,protein_coding,zinc finger protein 749 [Source:HGNC Symbol;Acc:32783],0.20275338,0.264073332,0.648514085,0.183399803,0.220802328,0.646747581,-0.019353577,0.882082974,0.997108109
ENSG00000112759,SLC29A1,protein_coding,"solute carrier family 29 (equilibrative nucleoside transporter), member 1 [Source:HGNC Symbol;Acc:11003]",-0.3270821,0.264170494,0.648618776,-0.471987563,0.063129801,0.419986,-0.144905464,0.472950648,0.958240755
ENSG00000113119,TMCO6,protein_coding,transmembrane and coiled-coil domains 6 [Source:HGNC Symbol;Acc:28814],-0.199252292,0.264287747,0.648618776,-0.18647077,0.207502474,0.631661914,0.012781521,0.920224898,0.99744829
ENSG00000111875,ASF1A,protein_coding,anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:20995],0.135222131,0.264331131,0.648618776,0.089517555,0.369114406,0.76328208,-0.045704576,0.598681964,0.971615484
ENSG00000171206,TRIM8,protein_coding,tripartite motif containing 8 [Source:HGNC Symbol;Acc:15579],-0.190265937,0.264377031,0.648618776,-0.258931476,0.073866528,0.441768655,-0.068665539,0.568946815,0.968973938
ENSG00000143816,WNT9A,protein_coding,"wingless-type MMTV integration site family, member 9A [Source:HGNC Symbol;Acc:12778]",-0.30400299,0.264415343,0.648618776,0.079234099,0.710398167,0.923065592,0.383237089,0.070239042,0.796478379
ENSG00000070367,EXOC5,protein_coding,exocyst complex component 5 [Source:HGNC Symbol;Acc:10696],0.140406697,0.264416095,0.648618776,0.072364638,0.483584259,0.826118042,-0.068042059,0.45125827,0.953172631
ENSG00000162341,TPCN2,protein_coding,two pore segment channel 2 [Source:HGNC Symbol;Acc:20820],0.249990473,0.264475683,0.648618776,0.15967612,0.385426692,0.775378232,-0.090314352,0.574743113,0.968973938
ENSG00000166170,BAG5,protein_coding,BCL2-associated athanogene 5 [Source:HGNC Symbol;Acc:941],0.096563702,0.264515081,0.648618776,0.114031793,0.114498016,0.520952722,0.017468091,0.778230319,0.988331355
ENSG00000179933,C14orf119,protein_coding,chromosome 14 open reading frame 119 [Source:HGNC Symbol;Acc:20270],0.105526468,0.264570989,0.648618776,0.026685348,0.724201207,0.928081298,-0.07884112,0.26294176,0.915621622
ENSG00000250510,GPR162,protein_coding,G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:16693],0.173610234,0.264593308,0.648618776,-0.009490364,0.941193506,0.986367547,-0.183100598,0.102414574,0.829110495
ENSG00000021776,AQR,protein_coding,aquarius intron-binding spliceosomal factor [Source:HGNC Symbol;Acc:29513],0.10307244,0.264668644,0.648686424,0.000652929,0.993091722,0.997651691,-0.102419511,0.129563399,0.859157025
ENSG00000164287,CDC20B,protein_coding,cell division cycle 20B [Source:HGNC Symbol;Acc:24222],-1.021634379,0.264783915,0.648851909,0.14532639,0.808954734,0.959492349,1.166960769,0.14691846,0.868513916
ENSG00000115461,IGFBP5,protein_coding,insulin-like growth factor binding protein 5 [Source:HGNC Symbol;Acc:5474],-0.578867116,0.264947089,0.6491347,-0.146908053,0.728750475,0.929545163,0.431959062,0.251823326,0.912658326
ENSG00000156052,GNAQ,protein_coding,"guanine nucleotide binding protein (G protein), q polypeptide [Source:HGNC Symbol;Acc:4390]",-0.121856663,0.265142199,0.649276589,-0.143084139,0.119189223,0.527710382,-0.021227476,0.784644361,0.988363733
ENSG00000179104,TMTC2,protein_coding,transmembrane and tetratricopeptide repeat containing 2 [Source:HGNC Symbol;Acc:25440],-0.3107402,0.265179629,0.649276589,-0.519135422,0.037601096,0.336798747,-0.208395223,0.261589083,0.915621622
ENSG00000175445,LPL,protein_coding,lipoprotein lipase [Source:HGNC Symbol;Acc:6677],-0.614679597,0.265235053,0.649276589,0.050810307,0.910605661,0.980297078,0.665489903,0.098087498,0.826807026
ENSG00000165591,FAAH2,protein_coding,fatty acid amide hydrolase 2 [Source:HGNC Symbol;Acc:26440],0.308978374,0.265240368,0.649276589,0.187763963,0.403201836,0.784622823,-0.121214411,0.550207539,0.96818497
ENSG00000267508,ZNF285,protein_coding,zinc finger protein 285 [Source:HGNC Symbol;Acc:13079],0.649916282,0.265243917,0.649276589,0.936011562,0.072317578,0.438292264,0.28609528,0.451617246,0.953172631
ENSG00000173418,NAA20,protein_coding,"N(alpha)-acetyltransferase 20, NatB catalytic subunit [Source:HGNC Symbol;Acc:15908]",0.166383772,0.265396543,0.64944951,0.211024579,0.084429818,0.467276996,0.044640806,0.686329807,0.984582953
ENSG00000139154,AEBP2,protein_coding,AE binding protein 2 [Source:HGNC Symbol;Acc:24051],-0.162331078,0.265415822,0.64944951,-0.067818977,0.566549576,0.869861762,0.094512101,0.373821374,0.926780478
ENSG00000160801,PTH1R,protein_coding,parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:9608],0.451812843,0.265509837,0.64944951,0.880388907,0.005428842,0.139446321,0.428576063,0.198099548,0.901712446
ENSG00000238795,SCARNA12,snoRNA,small Cajal body-specific RNA 12 [Source:HGNC Symbol;Acc:32569],-0.277117204,0.265518639,0.64944951,-0.337338,0.105946735,0.505726761,-0.060220796,0.734686312,0.985195189
