ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000272888,AC013394.2,processed_transcript,,-0.042723963,0.607515723,0.930607536,0.08681446,0.292822891,0.999945608,0.129538423,0.132386001,0.649820533
ENSG00000096092,TMEM14A,protein_coding,transmembrane protein 14A [Source:HGNC Symbol;Acc:21076],-0.038695622,0.607750251,0.930792611,-0.005614514,0.939808139,0.999945608,0.033081108,0.664890818,0.946022476
ENSG00000168824,NSG1,protein_coding,"Homo sapiens neuron specific gene family member 1 (NSG1), transcript variant 3, mRNA. [Source:RefSeq mRNA;Acc:NM_001287763]",-0.08623929,0.607807695,0.930792611,0.248103142,0.143369149,0.999945608,0.334342432,0.055820868,0.486381799
ENSG00000205309,NT5M,protein_coding,"5',3'-nucleotidase, mitochondrial [Source:HGNC Symbol;Acc:15769]",-0.10166441,0.607870941,0.930792611,0.003349949,0.986496014,0.999945608,0.105014359,0.596675174,0.930355121
ENSG00000088992,TESC,protein_coding,tescalcin [Source:HGNC Symbol;Acc:26065],-0.212131903,0.608109358,0.931038014,-0.140335273,0.73027845,0.999945608,0.07179663,0.864190872,0.980299549
ENSG00000151239,TWF1,protein_coding,twinfilin actin-binding protein 1 [Source:HGNC Symbol;Acc:9620],0.035027375,0.608334336,0.931262778,0.002446374,0.970885162,0.999945608,-0.032581001,0.639768162,0.937323485
ENSG00000248487,ABHD14A,protein_coding,abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:24538],-0.05342417,0.608497186,0.931392391,-0.293013506,0.006619562,0.611308893,-0.239589337,0.031626554,0.391243133
ENSG00000154040,CABYR,protein_coding,calcium binding tyrosine-(Y)-phosphorylation regulated [Source:HGNC Symbol;Acc:15569],-0.174017235,0.608631846,0.931478825,-0.028310863,0.934052929,0.999945608,0.145706372,0.665888992,0.946022476
ENSG00000185115,NDNL2,protein_coding,necdin-like 2 [Source:HGNC Symbol;Acc:7677],0.075647651,0.609126764,0.932105449,0.003569939,0.980145519,0.999945608,-0.072077712,0.635593903,0.937323485
ENSG00000186472,PCLO,protein_coding,piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:13406],-0.172743854,0.609234326,0.932105449,-0.307568796,0.365507936,0.999945608,-0.134824941,0.69017936,0.950060121
ENSG00000186350,RXRA,protein_coding,"retinoid X receptor, alpha [Source:HGNC Symbol;Acc:10477]",0.083520165,0.609350221,0.932105449,0.1658393,0.30517105,0.999945608,0.082319135,0.621049546,0.936664613
ENSG00000142396,ERVK3-1,processed_transcript,"endogenous retrovirus group K3, member 1 [Source:HGNC Symbol;Acc:30466]",-0.070254331,0.609354255,0.932105449,-0.036310365,0.788091444,0.999945608,0.033943965,0.807975907,0.972477953
ENSG00000175470,PPP2R2D,protein_coding,"protein phosphatase 2, regulatory subunit B, delta [Source:HGNC Symbol;Acc:23732]",0.050015042,0.609481761,0.932180796,-0.031338773,0.744928899,0.999945608,-0.081353815,0.415454015,0.875600603
ENSG00000198205,ZXDA,protein_coding,"zinc finger, X-linked, duplicated A [Source:HGNC Symbol;Acc:13198]",0.202757501,0.609642971,0.932307666,-0.011394427,0.975999537,0.999945608,-0.214151928,0.604548334,0.933160901
ENSG00000188687,SLC4A5,protein_coding,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5 [Source:HGNC Symbol;Acc:18168]",0.228271548,0.609915632,0.93249665,-0.141291668,0.726635738,0.999945608,-0.369563216,0.443997192,0.881875051
ENSG00000105617,LENG1,protein_coding,leukocyte receptor cluster (LRC) member 1 [Source:HGNC Symbol;Acc:15502],-0.064120994,0.609987824,0.93249665,-0.131260068,0.293551211,0.999945608,-0.067139074,0.598867287,0.930998904
ENSG00000143494,VASH2,protein_coding,vasohibin 2 [Source:HGNC Symbol;Acc:25723],0.066935628,0.610020762,0.93249665,-0.005611836,0.965989797,0.999945608,-0.072547463,0.579591014,0.926212062
ENSG00000100612,DHRS7,protein_coding,dehydrogenase/reductase (SDR family) member 7 [Source:HGNC Symbol;Acc:21524],-0.05138671,0.610120585,0.93249665,-0.142745472,0.154811373,0.999945608,-0.091358762,0.376784406,0.8605266
ENSG00000186020,ZNF529,protein_coding,zinc finger protein 529 [Source:HGNC Symbol;Acc:29328],0.037462524,0.610157927,0.93249665,0.148734086,0.046956229,0.999945608,0.111271562,0.142447593,0.669363622
ENSG00000239626,RPSAP41,pseudogene,ribosomal protein SA pseudogene 41 [Source:HGNC Symbol;Acc:36663],-0.103247495,0.610315535,0.932617877,-0.47150499,0.024160005,0.999945608,-0.368257495,0.079935025,0.547599648
ENSG00000039123,SKIV2L2,protein_coding,superkiller viralicidic activity 2-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:18734],-0.034179549,0.610577564,0.932761775,0.020156444,0.759935173,0.999945608,0.054335994,0.427764715,0.876649072
ENSG00000196504,PRPF40A,protein_coding,PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:16463],0.034168291,0.610688478,0.932761775,0.032507939,0.622483663,0.999945608,-0.001660352,0.980566287,0.998202539
ENSG00000138767,CNOT6L,protein_coding,"CCR4-NOT transcription complex, subunit 6-like [Source:HGNC Symbol;Acc:18042]",-0.053557279,0.610766196,0.932761775,0.087155847,0.403934984,0.999945608,0.140713126,0.19259052,0.727896849
ENSG00000133112,TPT1,protein_coding,"tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:12022]",0.039722244,0.610826006,0.932761775,-0.06656414,0.388190265,0.999945608,-0.106286383,0.186580484,0.722135577
ENSG00000082212,ME2,protein_coding,"malic enzyme 2, NAD(+)-dependent, mitochondrial [Source:HGNC Symbol;Acc:6984]",0.053813983,0.611151095,0.932761775,0.012875102,0.901336277,0.999945608,-0.040938881,0.703829772,0.952160354
ENSG00000173113,TRMT112,protein_coding,tRNA methyltransferase 11-2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26940],0.028741945,0.611163214,0.932761775,-0.01162194,0.833804856,0.999945608,-0.040363885,0.484784159,0.896218759
ENSG00000187713,TMEM203,protein_coding,transmembrane protein 203 [Source:HGNC Symbol;Acc:28217],-0.033912228,0.611165154,0.932761775,0.009575042,0.883236135,0.999945608,0.04348727,0.524009743,0.90820062
ENSG00000067064,IDI1,protein_coding,isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:5387],-0.120778787,0.611218139,0.932761775,0.181214086,0.442225104,0.999945608,0.301992873,0.2145045,0.756248972
ENSG00000122965,RBM19,protein_coding,RNA binding motif protein 19 [Source:HGNC Symbol;Acc:29098],-0.054965587,0.611248077,0.932761775,0.153774322,0.153555202,0.999945608,0.208739909,0.06567831,0.517819793
ENSG00000104450,SPAG1,protein_coding,sperm associated antigen 1 [Source:HGNC Symbol;Acc:11212],0.151111931,0.611260135,0.932761775,-0.240771393,0.37032477,0.999945608,-0.391883324,0.226584815,0.771544886
ENSG00000006634,DBF4,protein_coding,DBF4 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17364],0.081480451,0.611270979,0.932761775,0.089723511,0.572870004,0.999945608,0.00824306,0.95931894,0.993425464
ENSG00000183605,SFXN4,protein_coding,sideroflexin 4 [Source:HGNC Symbol;Acc:16088],-0.091766918,0.611514392,0.932918546,-0.362622065,0.049353737,0.999945608,-0.270855147,0.14534005,0.672018234
ENSG00000091483,FH,protein_coding,fumarate hydratase [Source:HGNC Symbol;Acc:3700],0.041015429,0.611530339,0.932918546,0.048814348,0.539202714,0.999945608,0.007798919,0.924282453,0.988359349
ENSG00000133124,IRS4,protein_coding,insulin receptor substrate 4 [Source:HGNC Symbol;Acc:6128],0.178994408,0.611669592,0.933011504,0.576961833,0.082635068,0.999945608,0.397967425,0.293290192,0.824637932
ENSG00000177370,TIMM22,protein_coding,translocase of inner mitochondrial membrane 22 homolog (yeast) [Source:HGNC Symbol;Acc:17317],-0.049132426,0.61186745,0.933019107,-0.061904032,0.515873248,0.999945608,-0.012771606,0.896805882,0.985319221
ENSG00000162522,KIAA1522,protein_coding,KIAA1522 [Source:HGNC Symbol;Acc:29301],0.079721476,0.611916361,0.933019107,-0.094922877,0.530016998,0.999945608,-0.174644353,0.287689628,0.822398323
ENSG00000147231,CXorf57,protein_coding,chromosome X open reading frame 57 [Source:HGNC Symbol;Acc:25486],-0.106037935,0.611926895,0.933019107,0.053496664,0.798073813,0.999945608,0.1595346,0.446829259,0.882414341
ENSG00000139343,SNRPF,protein_coding,small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:11162],0.029919884,0.611987854,0.933019107,-0.041601942,0.47599678,0.999945608,-0.071521827,0.236770554,0.779576402
ENSG00000251192,ZNF674,protein_coding,zinc finger protein 674 [Source:HGNC Symbol;Acc:17625],-0.053839863,0.612171749,0.933180044,0.144454577,0.17312883,0.999945608,0.198294441,0.073607335,0.530436025
ENSG00000164074,C4orf29,protein_coding,chromosome 4 open reading frame 29 [Source:HGNC Symbol;Acc:26111],0.05207646,0.612267266,0.933206236,-0.032319583,0.748663568,0.999945608,-0.084396043,0.421605345,0.876649072
ENSG00000242173,ARHGDIG,protein_coding,Rho GDP dissociation inhibitor (GDI) gamma [Source:HGNC Symbol;Acc:680],-0.107831323,0.612717408,0.933459583,-0.15039701,0.474248222,0.999945608,-0.042565687,0.844006092,0.97622091
ENSG00000267500,CTD-2006C1.6,pseudogene,,-0.091558157,0.612789098,0.933459583,-0.120289071,0.502832021,0.999945608,-0.028730914,0.875008412,0.98234935
ENSG00000165716,FAM69B,protein_coding,"family with sequence similarity 69, member B [Source:HGNC Symbol;Acc:28290]",0.063063608,0.612813201,0.933459583,0.013151107,0.913886789,0.999945608,-0.049912501,0.695191544,0.950060121
ENSG00000165246,NLGN4Y,protein_coding,"neuroligin 4, Y-linked [Source:HGNC Symbol;Acc:15529]",0.060073084,0.612816358,0.933459583,0.11662457,0.324130365,0.999945608,0.056551486,0.63775464,0.937323485
ENSG00000160957,RECQL4,protein_coding,RecQ protein-like 4 [Source:HGNC Symbol;Acc:9949],-0.078060476,0.612848049,0.933459583,0.089118293,0.556075614,0.999945608,0.167178769,0.292026096,0.824637932
ENSG00000108179,PPIF,protein_coding,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:9259],-0.065615437,0.612903622,0.933459583,0.011315997,0.928973721,0.999945608,0.076931434,0.561336287,0.920762569
ENSG00000161149,TUBA3FP,pseudogene,"tubulin, alpha 3f, pseudogene [Source:HGNC Symbol;Acc:24067]",-0.095763697,0.613123132,0.933636568,-0.18420655,0.30742123,0.999945608,-0.088442853,0.65586621,0.942857849
ENSG00000168487,BMP1,protein_coding,bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:1067],-0.114322646,0.61331374,0.933636568,0.027872089,0.898436619,0.999945608,0.142194735,0.542963031,0.913130853
ENSG00000154743,TSEN2,protein_coding,TSEN2 tRNA splicing endonuclease subunit [Source:HGNC Symbol;Acc:28422],-0.040215524,0.613322006,0.933636568,0.005596568,0.942862751,0.999945608,0.045812092,0.572108557,0.924944057
ENSG00000157764,BRAF,protein_coding,v-raf murine sarcoma viral oncogene homolog B [Source:HGNC Symbol;Acc:1097],-0.036433978,0.613333315,0.933636568,0.084936746,0.237326202,0.999945608,0.121370723,0.104321952,0.598933692
ENSG00000233631,RP11-457M11.2,3prime_overlapping_ncrna,,0.279401569,0.613537672,0.933739184,0.162907513,0.758798528,0.999945608,-0.116494056,0.838923531,0.976130161
ENSG00000160113,NR2F6,protein_coding,"nuclear receptor subfamily 2, group F, member 6 [Source:HGNC Symbol;Acc:7977]",-0.073274578,0.613665139,0.933739184,0.054439643,0.701266378,0.999945608,0.127714221,0.391470115,0.865446649
ENSG00000144659,SLC25A38,protein_coding,"solute carrier family 25, member 38 [Source:HGNC Symbol;Acc:26054]",-0.050993723,0.613710889,0.933739184,-0.071721624,0.469565911,0.999945608,-0.020727902,0.84056771,0.976130161
ENSG00000198901,PRC1,protein_coding,protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:9341],0.105079256,0.613807101,0.933739184,0.133271874,0.516810959,0.999945608,0.028192618,0.893776467,0.98510778
ENSG00000173013,CCDC96,protein_coding,coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:26900],-0.119771882,0.61382256,0.933739184,-0.159913373,0.471766459,0.999945608,-0.040141491,0.872641469,0.982030778
ENSG00000123416,TUBA1B,protein_coding,"tubulin, alpha 1b [Source:HGNC Symbol;Acc:18809]",0.077462841,0.613871006,0.933739184,-0.093773119,0.535036316,0.999945608,-0.17123596,0.277227337,0.816438146
ENSG00000101421,CHMP4B,protein_coding,charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:16171],-0.037304511,0.614135812,0.934022715,0.045047185,0.534366962,0.999945608,0.082351696,0.280186329,0.817221208
ENSG00000176244,ACBD7,protein_coding,acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:17715],0.124364425,0.614797571,0.934909812,0.304449723,0.218482131,0.999945608,0.180085298,0.472544958,0.892426597
ENSG00000248161,RP11-499E18.1,lincRNA,,-0.145820563,0.615133199,0.934964786,-0.005643583,0.984337362,0.999945608,0.14017698,0.631922523,0.937323485
ENSG00000180694,TMEM64,protein_coding,transmembrane protein 64 [Source:HGNC Symbol;Acc:25441],0.060778346,0.615263706,0.934964786,0.132417058,0.264309985,0.999945608,0.071638712,0.56467393,0.922890489
ENSG00000179241,LDLRAD3,protein_coding,low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:27046],-0.077108511,0.615276041,0.934964786,0.003036486,0.983893092,0.999945608,0.080144997,0.608330778,0.93498188
ENSG00000238103,RPL9P7,pseudogene,ribosomal protein L9 pseudogene 7 [Source:HGNC Symbol;Acc:30335],0.13901845,0.615313788,0.934964786,-0.111382417,0.679502356,0.999945608,-0.250400867,0.379628069,0.861457027
ENSG00000153823,PID1,protein_coding,phosphotyrosine interaction domain containing 1 [Source:HGNC Symbol;Acc:26084],-0.203445465,0.615404581,0.934964786,-0.615279285,0.144714698,0.999945608,-0.41183382,0.300885241,0.825844628
ENSG00000135637,CCDC142,protein_coding,coiled-coil domain containing 142 [Source:HGNC Symbol;Acc:25889],0.064287204,0.61544855,0.934964786,0.066017276,0.598094218,0.999945608,0.001730072,0.989432324,0.999340054
ENSG00000226853,AC010894.3,lincRNA,,-0.144403429,0.615452753,0.934964786,-0.241531451,0.395167253,0.999945608,-0.097128022,0.739603898,0.959094739
ENSG00000151779,NBAS,protein_coding,neuroblastoma amplified sequence [Source:HGNC Symbol;Acc:15625],0.049334338,0.615659078,0.934964786,0.044312004,0.646635835,0.999945608,-0.005022334,0.959869442,0.993630636
ENSG00000067596,DHX8,protein_coding,DEAH (Asp-Glu-Ala-His) box polypeptide 8 [Source:HGNC Symbol;Acc:2749],-0.028405687,0.615703459,0.934964786,0.003858603,0.944569232,0.999945608,0.03226429,0.575982851,0.925503602
ENSG00000159917,ZNF235,protein_coding,zinc finger protein 235 [Source:HGNC Symbol;Acc:12866],-0.064688145,0.615777387,0.934964786,0.044241555,0.727545902,0.999945608,0.1089297,0.407196287,0.871435283
ENSG00000070950,RAD18,protein_coding,RAD18 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:18278],-0.056718781,0.615960706,0.934964786,0.015980451,0.887430389,0.999945608,0.072699232,0.521824048,0.907738671
ENSG00000142694,EVA1B,protein_coding,eva-1 homolog B (C. elegans) [Source:HGNC Symbol;Acc:25558],0.154577937,0.616021644,0.934964786,0.12437044,0.674841232,0.999945608,-0.030207497,0.924486174,0.988359349
ENSG00000164985,PSIP1,protein_coding,PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:9527],-0.042975797,0.61606234,0.934964786,0.006150738,0.941729447,0.999945608,0.049126536,0.573561509,0.924960646
ENSG00000162761,LMX1A,protein_coding,"LIM homeobox transcription factor 1, alpha [Source:HGNC Symbol;Acc:6653]",0.197036712,0.616081281,0.934964786,-0.08899624,0.809912313,0.999945608,-0.286032952,0.489358397,0.897105178
ENSG00000131389,SLC6A6,protein_coding,"solute carrier family 6 (neurotransmitter transporter), member 6 [Source:HGNC Symbol;Acc:11052]",0.124689893,0.61608785,0.934964786,0.18654067,0.454888926,0.999945608,0.061850777,0.803563114,0.971528508
ENSG00000178078,STAP2,protein_coding,signal transducing adaptor family member 2 [Source:HGNC Symbol;Acc:30430],0.144334458,0.616140299,0.934964786,-0.281709658,0.319519951,0.999945608,-0.426044116,0.154866358,0.686032368
ENSG00000137040,RANBP6,protein_coding,RAN binding protein 6 [Source:HGNC Symbol;Acc:9851],0.050978494,0.616167929,0.934964786,0.03577315,0.72037482,0.999945608,-0.015205344,0.883000602,0.982626828
ENSG00000270157,RP5-894A10.6,sense_intronic,,-0.113113341,0.61627761,0.93501212,-0.006411817,0.977150219,0.999945608,0.106701524,0.639180763,0.937323485
ENSG00000090266,NDUFB2,protein_coding,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa [Source:HGNC Symbol;Acc:7697]",-0.046138997,0.61640119,0.935080526,0.028748232,0.750243518,0.999945608,0.074887229,0.426770193,0.876649072
ENSG00000175854,SWI5,protein_coding,SWI5 recombination repair homolog (yeast) [Source:HGNC Symbol;Acc:31412],0.053683191,0.616655499,0.935241749,-0.051109708,0.620391272,0.999945608,-0.104792898,0.348312272,0.849068951
ENSG00000153132,CLGN,protein_coding,calmegin [Source:HGNC Symbol;Acc:2060],-0.078635888,0.616701549,0.935241749,0.038345516,0.80525134,0.999945608,0.116981404,0.462465719,0.889484217
ENSG00000175221,MED16,protein_coding,mediator complex subunit 16 [Source:HGNC Symbol;Acc:17556],-0.044582661,0.616823388,0.935241749,-0.056129146,0.521138669,0.999945608,-0.011546486,0.898792692,0.985482897
ENSG00000188493,C19orf54,protein_coding,chromosome 19 open reading frame 54 [Source:HGNC Symbol;Acc:24758],0.104092041,0.616953506,0.935241749,0.105908125,0.604488854,0.999945608,0.001816083,0.993154198,0.999340054
ENSG00000127463,EMC1,protein_coding,ER membrane protein complex subunit 1 [Source:HGNC Symbol;Acc:28957],-0.041025608,0.616981506,0.935241749,-0.075716289,0.350381991,0.999945608,-0.034690681,0.677808076,0.948732633
ENSG00000159214,CCDC24,protein_coding,coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:28688],0.087209568,0.617034242,0.935241749,-0.129299361,0.423867846,0.999945608,-0.216508929,0.247733544,0.790682335
ENSG00000007168,PAFAH1B1,protein_coding,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) [Source:HGNC Symbol;Acc:8574]",-0.030263059,0.617228755,0.935241749,0.070563627,0.240872704,0.999945608,0.100826687,0.108920178,0.608010162
ENSG00000112419,PHACTR2,protein_coding,phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:20956],-0.114132018,0.617258273,0.935241749,-0.347528709,0.12364682,0.999945608,-0.233396691,0.324045371,0.838842353
ENSG00000164128,NPY1R,protein_coding,neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956],0.210086778,0.617360528,0.935241749,0.080590182,0.844385361,0.999945608,-0.129496596,0.763078971,0.963145657
ENSG00000101958,GLRA2,protein_coding,"glycine receptor, alpha 2 [Source:HGNC Symbol;Acc:4327]",-0.182031202,0.617520963,0.935241749,0.586923,0.122833046,0.999945608,0.768954202,0.037199195,0.425045854
ENSG00000002016,RAD52,protein_coding,RAD52 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:9824],0.054168758,0.617523893,0.935241749,0.095370025,0.369248933,0.999945608,0.041201267,0.711021838,0.954020411
ENSG00000035928,RFC1,protein_coding,"replication factor C (activator 1) 1, 145kDa [Source:HGNC Symbol;Acc:9969]",-0.03247189,0.617581913,0.935241749,-0.009588927,0.880666204,0.999945608,0.022882963,0.729276144,0.959043813
ENSG00000162999,DUSP19,protein_coding,dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:18894],0.079505781,0.617599832,0.935241749,0.249967225,0.117422209,0.999945608,0.170461444,0.296707438,0.825546526
ENSG00000090470,PDCD7,protein_coding,programmed cell death 7 [Source:HGNC Symbol;Acc:8767],-0.048267296,0.617737137,0.935241749,-0.009550837,0.920095921,0.999945608,0.038716459,0.693212424,0.950060121
ENSG00000271869,RP11-51J9.5,lincRNA,,0.109059251,0.617758422,0.935241749,0.097547265,0.650203077,0.999945608,-0.011511986,0.958611599,0.993425464
ENSG00000126814,TRMT5,protein_coding,tRNA methyltransferase 5 [Source:HGNC Symbol;Acc:23141],0.027204922,0.617774977,0.935241749,-0.082901282,0.128471579,0.999945608,-0.110106203,0.054527579,0.482247254
ENSG00000075702,WDR62,protein_coding,WD repeat domain 62 [Source:HGNC Symbol;Acc:24502],-0.090679394,0.617842069,0.935241749,0.131634795,0.470080232,0.999945608,0.222314189,0.227261912,0.771544886
ENSG00000133114,GPALPP1,protein_coding,GPALPP motifs containing 1 [Source:HGNC Symbol;Acc:20298],0.03929678,0.617938936,0.935264814,-0.013401205,0.862625796,0.999945608,-0.052697985,0.511406133,0.904748725
ENSG00000115129,TP53I3,protein_coding,tumor protein p53 inducible protein 3 [Source:HGNC Symbol;Acc:19373],-0.094136963,0.618088964,0.935264814,-0.152863605,0.397610001,0.999945608,-0.058726642,0.765310247,0.964080351
ENSG00000132141,CCT6B,protein_coding,"chaperonin containing TCP1, subunit 6B (zeta 2) [Source:HGNC Symbol;Acc:1621]",-0.095205375,0.618113953,0.935264814,-0.380332957,0.04454267,0.999945608,-0.285127582,0.156987113,0.686546606
ENSG00000196104,SPOCK3,protein_coding,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3 [Source:HGNC Symbol;Acc:13565]",-0.236369171,0.618171337,0.935264814,0.687559661,0.15764351,0.999945608,0.923928832,0.056534155,0.489530923
ENSG00000178252,WDR6,protein_coding,WD repeat domain 6 [Source:HGNC Symbol;Acc:12758],-0.079678729,0.618296968,0.935336099,0.140317096,0.374706449,0.999945608,0.219995825,0.182340434,0.716132907
ENSG00000100226,GTPBP1,protein_coding,GTP binding protein 1 [Source:HGNC Symbol;Acc:4669],0.033755432,0.618461656,0.935466443,-0.010915973,0.869714476,0.999945608,-0.044671404,0.517958846,0.907418197
ENSG00000135823,STX6,protein_coding,syntaxin 6 [Source:HGNC Symbol;Acc:11441],0.032013169,0.618549786,0.93548097,0.03902422,0.539710138,0.999945608,0.007011052,0.914149924,0.986462443
ENSG00000168528,SERINC2,protein_coding,serine incorporator 2 [Source:HGNC Symbol;Acc:23231],-0.099523363,0.618759109,0.935526578,-0.248405618,0.209564613,0.999945608,-0.148882254,0.467780438,0.89067518
ENSG00000087470,DNM1L,protein_coding,dynamin 1-like [Source:HGNC Symbol;Acc:2973],0.035573945,0.618802354,0.935526578,-0.019683192,0.779539042,0.999945608,-0.055257137,0.448570835,0.882864059
ENSG00000134987,WDR36,protein_coding,WD repeat domain 36 [Source:HGNC Symbol;Acc:30696],-0.036592393,0.618870991,0.935526578,-0.041097464,0.571664229,0.999945608,-0.004505071,0.951780079,0.99325911
ENSG00000182572,HIST1H3I,protein_coding,"histone cluster 1, H3i [Source:HGNC Symbol;Acc:4771]",-0.112808028,0.619006394,0.935526578,-0.076453678,0.734552357,0.999945608,0.03635435,0.873381819,0.982179577
ENSG00000131051,RBM39,protein_coding,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:15923],0.03681043,0.619127308,0.935526578,0.052848101,0.469311321,0.999945608,0.016037671,0.831219047,0.974651382
ENSG00000142684,ZNF593,protein_coding,zinc finger protein 593 [Source:HGNC Symbol;Acc:30943],0.064742969,0.619153627,0.935526578,-0.115011213,0.361076005,0.999945608,-0.179754182,0.188766973,0.72435509
ENSG00000213971,RP11-15H20.6,processed_transcript,,-0.04817053,0.619387446,0.935526578,-0.016695656,0.861982326,0.999945608,0.031474874,0.747712692,0.959963498
ENSG00000188732,FAM221A,protein_coding,"family with sequence similarity 221, member A [Source:HGNC Symbol;Acc:27977]",-0.122847653,0.619453763,0.935526578,-0.330562958,0.188975703,0.999945608,-0.207715305,0.402162198,0.867141766
ENSG00000168781,PPIP5K1,protein_coding,diphosphoinositol pentakisphosphate kinase 1 [Source:HGNC Symbol;Acc:29023],-0.04515548,0.619498618,0.935526578,-0.045319003,0.611322545,0.999945608,-0.000163523,0.998591563,0.999647066
ENSG00000168303,MPLKIP,protein_coding,M-phase specific PLK1 interacting protein [Source:HGNC Symbol;Acc:16002],-0.036083016,0.619637741,0.935526578,-0.009353034,0.896062387,0.999945608,0.026729982,0.716938197,0.955356235
ENSG00000139496,NUPL1,protein_coding,nucleoporin like 1 [Source:HGNC Symbol;Acc:20261],0.036984945,0.619702006,0.935526578,-0.003395087,0.963017119,0.999945608,-0.040380033,0.594410993,0.929802111
ENSG00000109576,AADAT,protein_coding,aminoadipate aminotransferase [Source:HGNC Symbol;Acc:17929],-0.050752089,0.619860498,0.935526578,-0.064083765,0.529252254,0.999945608,-0.013331676,0.896966598,0.985319221
ENSG00000116679,IVNS1ABP,protein_coding,influenza virus NS1A binding protein [Source:HGNC Symbol;Acc:16951],-0.06730251,0.619890688,0.935526578,-0.141183327,0.294060965,0.999945608,-0.073880817,0.592704922,0.929802111
ENSG00000261609,GAN,protein_coding,gigaxonin [Source:HGNC Symbol;Acc:4137],-0.040923279,0.619927845,0.935526578,0.025581565,0.752810743,0.999945608,0.066504844,0.429263099,0.877956849
ENSG00000177885,GRB2,protein_coding,growth factor receptor-bound protein 2 [Source:HGNC Symbol;Acc:4566],-0.029995914,0.619988299,0.935526578,0.012837035,0.829203749,0.999945608,0.042832949,0.486964988,0.897105178
ENSG00000143776,CDC42BPA,protein_coding,CDC42 binding protein kinase alpha (DMPK-like) [Source:HGNC Symbol;Acc:1737],-0.041628276,0.620003386,0.935526578,-0.010316386,0.900552702,0.999945608,0.03131189,0.713453189,0.954020411
ENSG00000233223,AC113189.5,antisense,,0.085993961,0.620022604,0.935526578,-0.125022253,0.463652153,0.999945608,-0.211016214,0.237791247,0.77968796
ENSG00000130803,ZNF317,protein_coding,zinc finger protein 317 [Source:HGNC Symbol;Acc:13507],0.035043943,0.620029711,0.935526578,-0.079045133,0.259644714,0.999945608,-0.114089076,0.119907612,0.628529064
ENSG00000188229,TUBB4B,protein_coding,"tubulin, beta 4B class IVb [Source:HGNC Symbol;Acc:20771]",-0.072541821,0.620099442,0.935526578,0.068883217,0.632329432,0.999945608,0.141425038,0.345082984,0.848431141
ENSG00000077458,FAM76B,protein_coding,"family with sequence similarity 76, member B [Source:HGNC Symbol;Acc:28492]",-0.052278904,0.62015054,0.935526578,0.036187953,0.729116335,0.999945608,0.088466857,0.408365551,0.872300726
ENSG00000160191,PDE9A,protein_coding,phosphodiesterase 9A [Source:HGNC Symbol;Acc:8795],0.138220611,0.620390396,0.935694395,-0.04815424,0.861221261,0.999945608,-0.186374851,0.510539215,0.904748725
ENSG00000136986,DERL1,protein_coding,derlin 1 [Source:HGNC Symbol;Acc:28454],0.035645869,0.620418872,0.935694395,0.051498036,0.467745903,0.999945608,0.015852167,0.82854946,0.974095502
ENSG00000011523,CEP68,protein_coding,centrosomal protein 68kDa [Source:HGNC Symbol;Acc:29076],0.041043523,0.620629473,0.935893533,-0.002831919,0.97236819,0.999945608,-0.043875442,0.60193587,0.932370565
ENSGR0000167393,NA,NA,NA,0.056807907,0.620741065,0.935943337,0.095165261,0.397518951,0.999945608,0.038357354,0.744195974,0.959094739
